,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,Birth Month
262,253,Ryan John Giles,ENG,"DF,MF",Luton Town,24.0,2000.0,5.6,0.0,2.0,2.0,100.0,0.36,0.36,0.0,0.0,14.2,0.0,0.0,0.0,0.1,0.1,0.05,-0.1,-0.1,Matches,June
263,254,Ben Johnson,ENG,"DF,FW",West Ham,24.0,2000.0,5.3,0.0,6.0,2.0,33.3,1.13,0.38,0.0,0.0,24.1,0.0,0.0,0.0,0.2,0.2,0.03,-0.2,-0.2,Matches,June
264,255,Brennan Johnson,WAL,FW,Tottenham,22.0,2001.0,16.6,5.0,39.0,17.0,43.6,2.34,1.02,0.13,0.29,13.2,0.0,0.0,0.0,7.8,7.8,0.2,-2.8,-2.8,Matches,October
265,256,Brennan Johnson,WAL,"FW,MF",Nott'ham Forest,22.0,2001.0,2.6,0.0,3.0,0.0,0.0,1.14,0.0,0.0,,19.7,0.0,0.0,0.0,0.3,0.3,0.11,-0.3,-0.3,Matches,October
266,257,Sam Johnstone,ENG,GK,Crystal Palace,31.0,1993.0,20.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Matches,August
267,258,Curtis Jones,ENG,MF,Liverpool,23.0,2001.0,11.1,1.0,15.0,4.0,26.7,1.35,0.36,0.07,0.25,17.0,0.0,0.0,0.0,1.8,1.8,0.12,-0.8,-0.8,Matches,June
268,259,Jorginho,ITA,MF,Arsenal,32.0,1991.0,9.9,0.0,4.0,0.0,0.0,0.4,0.0,0.0,,24.6,0.0,0.0,0.0,0.1,0.1,0.02,-0.1,-0.1,Matches,May
269,260,Diogo Jota,POR,FW,Liverpool,27.0,1996.0,11.6,9.0,36.0,17.0,47.2,3.09,1.46,0.25,0.53,12.5,0.0,0.0,0.0,4.4,4.4,0.12,4.6,4.6,Matches,May
270,261,Mads Juel Andersen,DEN,DF,Luton Town,26.0,1997.0,4.4,1.0,3.0,1.0,33.3,0.68,0.23,0.33,1.0,9.2,0.0,0.0,0.0,0.3,0.3,0.09,0.7,0.7,Matches,May
271,262,Hamed Junior Traorè,CIV,MF,Bournemouth,24.0,2000.0,0.5,0.0,3.0,2.0,66.7,5.74,3.83,0.0,0.0,25.9,0.0,0.0,0.0,0.2,0.2,0.06,-0.2,-0.2,Matches,July
272,263,Mathias Jørgensen,DEN,DF,Brentford,33.0,1990.0,10.1,1.0,8.0,2.0,25.0,0.79,0.2,0.13,0.5,14.2,0.0,0.0,0.0,0.7,0.7,0.09,0.3,0.3,Matches,September
273,264,Issa Kaboré,BFA,DF,Luton Town,22.0,2001.0,18.8,0.0,6.0,1.0,16.7,0.32,0.05,0.0,0.0,15.8,0.0,0.0,0.0,0.2,0.2,0.04,-0.2,-0.2,Matches,October
274,265,Sasa Kalajdzic,AUT,FW,Wolves,26.0,1997.0,1.8,2.0,4.0,2.0,50.0,2.17,1.08,0.5,1.0,11.2,0.0,0.0,0.0,1.1,1.1,0.26,0.9,0.9,Matches,December
275,266,Boubacar Kamara,FRA,MF,Aston Villa,24.0,1999.0,18.4,0.0,5.0,1.0,20.0,0.27,0.05,0.0,0.0,16.7,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1,Matches,April
276,267,Willy Kambwala,FRA,DF,Manchester Utd,19.0,2004.0,2.5,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Matches,January
277,268,Thomas Kaminski,BEL,GK,Luton Town,31.0,1992.0,32.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Matches,March
278,269,Loris Karius,GER,GK,Newcastle Utd,30.0,1993.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Matches,November
279,270,Michael Keane,ENG,DF,Everton,31.0,1993.0,4.5,1.0,6.0,4.0,66.7,1.34,0.89,0.17,0.25,10.8,0.0,0.0,0.0,0.7,0.7,0.12,0.3,0.3,Matches,June
280,271,Thilo Kehrer,GER,"DF,MF",West Ham,27.0,1996.0,0.2,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Matches,February
281,272,Caoimhín Kelleher,IRL,GK,Liverpool,25.0,1998.0,10.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Matches,April
282,273,Lloyd Kelly,ENG,DF,Bournemouth,25.0,1998.0,13.6,0.0,3.0,1.0,33.3,0.22,0.07,0.0,0.0,9.1,0.0,0.0,0.0,0.3,0.3,0.1,-0.3,-0.3,Matches,March
283,274,Omari Kellyman,ENG,FW,Aston Villa,18.0,2005.0,0.2,0.0,1.0,0.0,0.0,6.43,0.0,0.0,,20.8,0.0,0.0,0.0,0.1,0.1,0.07,-0.1,-0.1,Matches,January
284,275,Milos Kerkez,HUN,DF,Bournemouth,20.0,2003.0,18.0,0.0,9.0,3.0,33.3,0.5,0.17,0.0,0.0,21.5,0.0,0.0,0.0,0.4,0.4,0.04,-0.4,-0.4,Matches,March
285,Rk,Player,N,Pos,Squad,,,,,,,,,,,,,,,,,,,,,Matches,
286,276,Kaine Kesler-Hayden,ENG,DF,Aston Villa,21.0,2002.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Matches,March
287,277,Max Kilman,ENG,DF,Wolves,26.0,1997.0,31.0,2.0,12.0,5.0,41.7,0.39,0.16,0.17,0.4,9.1,0.0,0.0,0.0,1.8,1.8,0.15,0.2,0.2,Matches,October
288,278,Jakub Kiwior,POL,DF,Arsenal,24.0,2000.0,9.5,1.0,6.0,2.0,33.3,0.63,0.21,0.17,0.5,13.8,0.0,0.0,0.0,0.8,0.8,0.14,0.2,0.2,Matches,July
289,279,Justin Kluivert,NED,"MF,FW",Bournemouth,24.0,1999.0,15.5,5.0,37.0,13.0,35.1,2.39,0.84,0.14,0.38,17.5,2.0,0.0,0.0,4.3,4.3,0.12,0.7,0.7,Matches,September
290,280,Luca Koleosho,ITA,"MF,FW",Burnley,19.0,2004.0,10.8,1.0,23.0,5.0,21.7,2.13,0.46,0.04,0.2,18.5,0.0,0.0,0.0,2.0,2.0,0.09,-1.0,-1.0,Matches,January
291,281,Ibrahima Konaté,FRA,DF,Liverpool,24.0,1999.0,15.8,0.0,9.0,2.0,22.2,0.57,0.13,0.0,0.0,12.2,0.0,0.0,0.0,0.5,0.5,0.05,-0.5,-0.5,Matches,October
292,282,Ezri Konsa,ENG,DF,Aston Villa,26.0,1997.0,28.1,1.0,17.0,5.0,29.4,0.6,0.18,0.06,0.2,11.6,0.0,0.0,0.0,2.4,2.4,0.14,-1.4,-1.4,Matches,March
293,283,Cheikhou Kouyaté,SEN,MF,Nott'ham Forest,34.0,1989.0,2.3,0.0,5.0,1.0,20.0,2.15,0.43,0.0,0.0,19.8,0.0,0.0,0.0,0.3,0.3,0.06,-0.3,-0.3,Matches,May
294,284,Mateo Kovačić,CRO,MF,Manchester City,29.0,1994.0,11.8,0.0,14.0,3.0,21.4,1.18,0.25,0.0,0.0,21.9,0.0,0.0,0.0,0.8,0.8,0.06,-0.8,-0.8,Matches,October
295,285,Emil Krafth,SWE,DF,Newcastle Utd,29.0,1994.0,3.6,0.0,2.0,0.0,0.0,0.55,0.0,0.0,,17.9,0.0,0.0,0.0,0.2,0.2,0.08,-0.2,-0.2,Matches,December
296,286,Dejan Kulusevski,SWE,"FW,MF",Tottenham,23.0,2000.0,25.4,6.0,44.0,17.0,38.6,1.73,0.67,0.14,0.35,15.9,0.0,0.0,0.0,3.5,3.5,0.08,2.5,2.5,Matches,September
297,287,Adam Lallana,ENG,MF,Brighton,35.0,1988.0,8.2,0.0,8.0,2.0,25.0,0.98,0.24,0.0,0.0,18.4,0.0,0.0,0.0,0.5,0.5,0.07,-0.5,-0.5,Matches,October
298,288,Tariq Lamptey,GHA,"DF,FW",Brighton,23.0,2000.0,8.5,0.0,6.0,0.0,0.0,0.7,0.0,0.0,,18.2,0.0,0.0,0.0,0.4,0.4,0.07,-0.4,-0.4,Matches,February
299,289,Aymeric Laporte,ESP,DF,Manchester City,29.0,1994.0,0.1,0.0,1.0,1.0,100.0,7.5,7.5,0.0,0.0,10.8,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,Matches,October
300,290,Yasser Larouci,ALG,DF,Sheffield Utd,23.0,2001.0,4.7,0.0,5.0,1.0,20.0,1.07,0.21,0.0,0.0,20.5,0.0,0.0,0.0,0.2,0.2,0.04,-0.2,-0.2,Matches,May
301,291,Jamaal Lascelles,ENG,DF,Newcastle Utd,30.0,1993.0,12.0,1.0,6.0,1.0,16.7,0.5,0.08,0.17,1.0,9.3,0.0,0.0,0.0,0.7,0.7,0.12,0.3,0.3,Matches,April
302,292,Roméo Lavia,BEL,MF,Chelsea,20.0,2004.0,0.4,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Matches,May
303,293,Mario Lemina,GAB,MF,Wolves,30.0,1993.0,27.0,4.0,41.0,15.0,36.6,1.52,0.55,0.1,0.27,15.9,0.0,0.0,0.0,4.4,4.4,0.11,-0.4,-0.4,Matches,January
304,294,Clément Lenglet,FRA,DF,Aston Villa,28.0,1995.0,11.8,0.0,8.0,2.0,25.0,0.68,0.17,0.0,0.0,10.5,0.0,0.0,0.0,0.9,0.9,0.11,-0.9,-0.9,Matches,November
305,295,Bernd Leno,GER,GK,Fulham,32.0,1992.0,32.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Matches,August
306,296,Jefferson Lerma,COL,MF,Crystal Palace,29.0,1994.0,25.5,1.0,34.0,9.0,26.5,1.33,0.35,0.03,0.11,19.7,0.0,0.0,0.0,2.7,2.7,0.08,-1.7,-1.7,Matches,March
307,297,Rico Lewis,ENG,"DF,MF",Manchester City,19.0,2004.0,7.8,2.0,5.0,4.0,80.0,0.64,0.52,0.4,0.5,15.5,0.0,0.0,0.0,0.6,0.6,0.13,1.4,1.4,Matches,April
308,298,Keane Lewis-Potter,ENG,"DF,FW",Brentford,23.0,2001.0,13.4,2.0,33.0,14.0,42.4,2.46,1.04,0.06,0.14,12.9,0.0,0.0,0.0,4.3,4.3,0.13,-2.3,-2.3,Matches,July
309,299,Victor Lindelöf,SWE,DF,Manchester Utd,29.0,1994.0,14.8,1.0,6.0,4.0,66.7,0.41,0.27,0.17,0.25,10.4,0.0,0.0,0.0,0.8,0.8,0.13,0.2,0.2,Matches,December
310,300,Valentino Livramento,ENG,DF,Newcastle Utd,21.0,2002.0,11.5,1.0,3.0,1.0,33.3,0.26,0.09,0.33,1.0,13.1,0.0,0.0,0.0,0.3,0.3,0.09,0.7,0.7,Matches,April
311,Rk,Player,N,Pos,Squad,,,,,,,,,,,,,,,,,,,,,Matches,
312,301,Giovani Lo Celso,ARG,MF,Tottenham,27.0,1996.0,5.1,2.0,10.0,5.0,50.0,1.94,0.97,0.2,0.4,22.2,0.0,0.0,0.0,0.5,0.5,0.05,1.5,1.5,Matches,September
313,302,Tom Lockyer,WAL,DF,Luton Town,29.0,1994.0,13.0,1.0,7.0,1.0,14.3,0.54,0.08,0.14,1.0,8.5,0.0,0.0,0.0,1.1,1.1,0.15,-0.1,-0.1,Matches,May
314,303,Sean Longstaff,ENG,MF,Newcastle Utd,26.0,1997.0,24.1,4.0,31.0,11.0,35.5,1.29,0.46,0.13,0.36,15.5,0.0,0.0,0.0,4.4,4.4,0.14,-0.4,-0.4,Matches,March
315,304,Max Lowe,ENG,"DF,MF",Sheffield Utd,26.0,1997.0,4.4,0.0,2.0,0.0,0.0,0.45,0.0,0.0,,10.4,0.0,0.0,0.0,0.6,0.6,0.29,-0.6,-0.6,Matches,October
316,305,Douglas Luiz,BRA,MF,Aston Villa,25.0,1998.0,29.6,9.0,43.0,13.0,30.2,1.45,0.44,0.12,0.38,23.5,5.0,4.0,4.0,6.8,3.7,0.09,2.2,1.3,Matches,October
317,306,Saša Lukić,SRB,MF,Fulham,27.0,1996.0,9.4,1.0,10.0,3.0,30.0,1.07,0.32,0.1,0.33,17.7,0.0,0.0,0.0,1.4,1.4,0.14,-0.4,-0.4,Matches,January
318,307,Ian Maatsen,NED,"FW,MF",Chelsea,22.0,2002.0,2.3,0.0,5.0,0.0,0.0,2.15,0.0,0.0,,17.1,0.0,0.0,0.0,0.8,0.8,0.16,-0.8,-0.8,Matches,July
319,308,Alexis Mac Allister,ARG,MF,Liverpool,25.0,1998.0,23.1,4.0,32.0,6.0,18.8,1.39,0.26,0.09,0.5,24.8,1.0,1.0,1.0,2.6,1.8,0.06,1.4,1.2,Matches,May
320,309,James Maddison,ENG,MF,Tottenham,27.0,1996.0,18.6,4.0,45.0,19.0,42.2,2.42,1.02,0.09,0.21,18.7,2.0,0.0,0.0,4.6,4.6,0.1,-0.6,-0.6,Matches,April
321,310,Noni Madueke,ENG,FW,Chelsea,22.0,2002.0,5.1,3.0,16.0,6.0,37.5,3.12,1.17,0.13,0.33,19.4,0.0,1.0,1.0,1.4,0.7,0.04,1.6,1.3,Matches,July
